Employee ID,Gender,Job Level after FY20 promotions,New hire FY20?,FY20 Performance Rating,Promotion in FY21?,In base group for Promotion FY21,Target hire balance,FY20 leaver?,In base group for turnover FY20,Department @01.07.2020,Leaver FY,Job Level after FY21 promotions,Last Department in FY20,FTE group,Time type,Department & JL group PRA status,Department & JL group for PRA,Job Level group PRA status,Job Level group for PRA,Time in Job Level @01.07.2020,Job Level before FY20 promotions,Promotion in FY20?,FY19 Performance Rating,Age group,Age @01.07.2020,Nationality 1,Region group: nationality 1,Broad region group: nationality 1,Last hire date,Years since last hire,Rand
371,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2019,1,0.081521368
372,Male,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,#REF!,4 - Manager & Sales & Marketing,#REF!,4 - Manager,2,4 - Manager,N,3,40 to 49,43,France,Europe,Europe,01-04-2015,5,0.149185881
373,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,2,4 - Manager,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.453618832
374,Female,4 - Manager,N,3,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,#REF!,4 - Manager & Internal Services,#REF!,4 - Manager,3,4 - Manager,N,2,40 to 49,41,France,Europe,Europe,01-04-2014,6,0.407278239
375,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,2,5 - Senior Officer,N,2,20 to 29,28,Germany,Europe,Europe,01-04-2011,9,0.725340845
376,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,#REF!,3 - Senior Manager & Sales & Marketing,#REF!,3 - Senior Manager,1,#REF!,Y,1,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.839233112
377,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Strategy,,6 - Junior Officer,Strategy,Full Time,Full Time,#REF!,6 - Junior Officer & Strategy,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.740210606
378,Male,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,0,,N,,20 to 29,20,France,Europe,Europe,01-04-2020,0,0.353205188
379,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,1,#REF!,Y,1,20 to 29,29,Italy,Europe,Europe,01-04-2013,7,0.525894267
380,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.181578532
381,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Finance,,6 - Junior Officer,Finance,Full Time,Full Time,#REF!,6 - Junior Officer & Finance,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.63253314
382,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,#REF!,6 - Junior Officer & Internal Services,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.026966663
383,Male,3 - Senior Manager,N,2,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,3,3 - Senior Manager,N,4,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.10239911
384,Male,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,0,,N,,20 to 29,24,Italy,Europe,Europe,01-04-2020,0,0.169985946
385,Male,3 - Senior Manager,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,#REF!,3 - Senior Manager & Sales & Marketing,#REF!,3 - Senior Manager,4,3 - Senior Manager,N,2,40 to 49,44,France,Europe,Europe,01-04-2016,4,0.506106917
386,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,HR,,6 - Junior Officer,HR,Full Time,Full Time,#REF!,6 - Junior Officer & HR,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,France,Europe,Europe,01-04-2017,3,0.596495116
387,Female,4 - Manager,N,2,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,3,4 - Manager,N,2,40 to 49,40,Italy,Europe,Europe,01-04-2015,5,0.366743546
388,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,25,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.182210209
389,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,20,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.533235766
390,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,#REF!,6 - Junior Officer & Internal Services,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.590768499
391,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,#REF!,4 - Manager & Internal Services,#REF!,4 - Manager,5,4 - Manager,N,3,30 to 39,36,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.070732871
392,Male,3 - Senior Manager,N,3,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,#REF!,3 - Senior Manager & Operations,#REF!,3 - Senior Manager,1,#REF!,Y,2,40 to 49,41,France,Europe,Europe,01-04-2014,6,0.781949536
393,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,2,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.086281983
394,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,5,4 - Manager,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.884017352
395,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,01-04-2017,3,0.11523918
396,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,28,France,Europe,Europe,01-04-2019,1,0.80706957
397,Male,4 - Manager,Y,,No,No,0.50,No,N,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,#REF!,4 - Manager & Sales & Marketing,#REF!,4 - Manager,0,,N,,30 to 39,32,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.095179688
398,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,1,#REF!,Y,2,30 to 39,34,France,Europe,Europe,01-04-2011,9,0.143029605
399,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,21,Germany,Europe,Europe,01-04-2017,3,0.851259458
400,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,0,,N,,20 to 29,22,Germany,Europe,Europe,01-04-2020,0,0.877623069
401,Female,6 - Junior Officer,N,4,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,26,Germany,Europe,Europe,01-04-2018,2,0.923558335
402,Female,5 - Senior Officer,Y,,No,No,0.50,No,N,Operations,,5 - Senior Officer,Operations,80%,Part Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,0,,N,,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.848216098
403,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,23,France,Europe,Europe,01-04-2017,3,0.579885818
404,Male,1 - Executive,N,,No,No,0.50,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,2,1 - Executive,N,2,50 to 59,50,France,Europe,Europe,01-04-2016,4,0.303288664
405,Male,1 - Executive,N,,No,No,0.50,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,5,1 - Executive,N,3,40 to 49,47,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.27227969
406,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,#REF!,3 - Senior Manager & Operations,#REF!,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,36,France,Europe,Europe,01-04-2017,3,0.195619297
407,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Internal Services,,2 - Director,Internal Services,Full Time,Full Time,#REF!,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,3,2 - Director,N,2,60 to 69,61,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.154578677
408,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,5,5 - Senior Officer,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.122003956
409,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,5,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.146361039
410,Male,5 - Senior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,0,,N,,20 to 29,27,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.780869567
411,Female,4 - Manager,Y,,No,No,0.50,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,0,,N,,40 to 49,40,Germany,Europe,Europe,01-04-2020,0,0.859464777
412,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,2,5 - Senior Officer,N,3,30 to 39,31,France,Europe,Europe,01-04-2013,7,0.149999691
413,Male,2 - Director,N,3,No,Yes,0.50,No,Y,Internal Services,,2 - Director,Internal Services,Full Time,Full Time,#REF!,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,5,2 - Director,N,3,40 to 49,46,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.059480042
414,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,80%,Part Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,1,#REF!,Y,1,30 to 39,31,Germany,Europe,Europe,01-04-2015,5,0.678898488
415,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,24,Italy,Europe,Europe,01-04-2019,1,0.616029179
416,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Strategy,,3 - Senior Manager,Strategy,Full Time,Full Time,#REF!,3 - Senior Manager & Strategy,#REF!,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.570408875
417,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,#REF!,3 - Senior Manager & Operations,#REF!,3 - Senior Manager,2,3 - Senior Manager,N,2,30 to 39,36,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.439750922
418,Female,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,70%,Part Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,2,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.503240164
419,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,21,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.343441543
420,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,50%,Part Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,2,5 - Senior Officer,N,3,30 to 39,33,Germany,Europe,Europe,01-04-2014,6,0.914759419
421,Male,2 - Director,N,3,Yes,Yes,0.50,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,#REF!,2 - Director & Strategy,Uneven - Men benefit,2 - Director,3,2 - Director,N,3,40 to 49,48,France,Europe,Europe,01-04-2015,5,0.909119615
422,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.816939993
423,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,24,Germany,Europe,Europe,01-04-2017,3,0.867174504
424,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,0,,N,,20 to 29,22,Switzerland,Switzerland,Switzerland,01-04-2020,0,0.697914423
425,Male,1 - Executive,N,,No,No,0.50,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,1,#REF!,Y,2,40 to 49,42,Germany,Europe,Europe,01-04-2015,5,0.845296812
426,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Italy,Europe,Europe,01-04-2018,2,0.943290284
427,Male,1 - Executive,Y,,No,No,0.50,No,N,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,0,,N,,60 to 69,60,France,Europe,Europe,01-04-2020,0,0.448928566
428,Female,5 - Senior Officer,N,3,No,No,0.50,Yes,Y,Finance,FY20,,Finance,Full Time,Full Time,,,,,4,5 - Senior Officer,N,2,30 to 39,35,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.475327701
429,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,#REF!,3 - Senior Manager & Operations,#REF!,3 - Senior Manager,1,#REF!,Y,1,30 to 39,37,United Kingdom,Europe,Europe,01-04-2013,7,0.893368442
430,Male,5 - Senior Officer,N,4,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,3,20 to 29,27,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.336131538
431,Male,4 - Manager,N,4,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,2,4 - Manager,N,2,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.760987305
432,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,23,France,Europe,Europe,01-04-2018,2,0.724755806
433,Male,2 - Director,N,3,No,Yes,0.50,No,Y,Operations,,2 - Director,Operations,Full Time,Full Time,#REF!,2 - Director & Operations,Uneven - Men benefit,2 - Director,3,2 - Director,N,,30 to 39,37,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.981472547
434,Female,4 - Manager,Y,,No,No,0.50,No,N,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,#REF!,4 - Manager & Internal Services,#REF!,4 - Manager,0,,N,,30 to 39,38,Germany,Europe,Europe,01-04-2020,0,0.272236972
435,Female,4 - Manager,N,1,Yes,Yes,0.50,No,Y,HR,,3 - Senior Manager,HR,Full Time,Full Time,#REF!,4 - Manager & HR,#REF!,4 - Manager,5,4 - Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2011,9,0.488240366
436,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,4,6 - Junior Officer,N,3,20 to 29,22,France,Europe,Europe,01-04-2016,4,0.853861415
437,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,#REF!,4 - Manager & Internal Services,#REF!,4 - Manager,3,4 - Manager,N,3,30 to 39,34,France,Europe,Europe,01-04-2015,5,0.281620235
438,Male,2 - Director,N,3,No,Yes,0.50,No,Y,Operations,,2 - Director,Operations,Full Time,Full Time,#REF!,2 - Director & Operations,Uneven - Men benefit,2 - Director,4,2 - Director,N,2,30 to 39,36,France,Europe,Europe,01-04-2011,9,0.626521107
439,Female,6 - Junior Officer,N,2,No,No,0.50,Yes,Y,Internal Services,FY20,,Internal Services,Full Time,Full Time,,,,,3,6 - Junior Officer,N,3,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.387145411
440,Male,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,#REF!,4 - Manager & Internal Services,#REF!,4 - Manager,1,#REF!,Y,1,40 to 49,42,Italy,Europe,Europe,01-04-2016,4,0.958984126
441,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,0,,N,,20 to 29,28,France,Europe,Europe,01-04-2020,0,0.211475436
442,Female,5 - Senior Officer,N,2,Yes,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,4,5 - Senior Officer,N,2,40 to 49,42,Germany,Europe,Europe,01-04-2011,9,0.580317757
443,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,21,France,Europe,Europe,01-04-2018,2,0.728305683
444,Male,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,1,#REF!,Y,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.730562115
445,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,#REF!,4 - Manager & Internal Services,#REF!,4 - Manager,3,4 - Manager,N,3,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.596461972
446,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,#REF!,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,6,2 - Director,N,2,40 to 49,41,Switzerland,Switzerland,Switzerland,01-04-2014,6,0.571311221
447,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,#REF!,6 - Junior Officer & Sales & Marketing,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.708854127
448,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,#REF!,3 - Senior Manager & Operations,#REF!,3 - Senior Manager,3,3 - Senior Manager,N,3,30 to 39,33,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.504595058
449,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,3,16 to 19,19,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.665975712
450,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,30,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.543764913
451,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,2,5 - Senior Officer,N,,20 to 29,25,France,Europe,Europe,01-04-2018,2,0.476093561
452,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,23,Belgium,Europe,Europe,01-04-2018,2,0.699457661
453,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,#REF!,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,4,2 - Director,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2012,8,0.540470217
454,Male,5 - Senior Officer,N,1,Yes,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,#REF!,5 - Senior Officer & Operations,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,34,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.84644803
455,Female,1 - Executive,N,,No,No,0.50,No,Y,Sales & Marketing,,1 - Executive,Sales & Marketing,Full Time,Full Time,,,,,4,1 - Executive,N,2,40 to 49,45,France,Europe,Europe,01-04-2016,4,0.046669792
456,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,5 - Senior Officer,Internal Services,Full Time,Full Time,#REF!,5 - Senior Officer & Internal Services,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,2,20 to 29,28,Netherlands,Europe,Europe,01-04-2013,7,0.396107927
457,Male,5 - Senior Officer,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,#REF!,5 - Senior Officer & Sales & Marketing,#REF!,5 - Senior Officer,3,5 - Senior Officer,N,2,30 to 39,31,Switzerland,Switzerland,Switzerland,01-04-2013,7,0.435051967
458,Female,3 - Senior Manager,N,4,No,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,#REF!,3 - Senior Manager & Sales & Marketing,#REF!,3 - Senior Manager,2,3 - Senior Manager,N,3,40 to 49,48,Germany,Europe,Europe,01-04-2011,9,0.978041056
459,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,80%,Part Time,#REF!,6 - Junior Officer & Internal Services,#REF!,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,01-04-2017,3,0.773723643
460,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,#REF!,4 - Manager & Sales & Marketing,#REF!,4 - Manager,2,4 - Manager,N,3,30 to 39,32,Switzerland,Switzerland,Switzerland,01-04-2015,5,0.977820916
461,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,28,Switzerland,Switzerland,Switzerland,01-04-2018,2,0.14019338
462,Male,4 - Manager,N,2,Yes,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,#REF!,4 - Manager & Operations,#REF!,4 - Manager,3,4 - Manager,N,2,30 to 39,39,Switzerland,Switzerland,Switzerland,01-04-2016,4,0.819714741
463,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,#REF!,6 - Junior Officer & Operations,#REF!,6 - Junior Officer,2,6 - Junior Officer,N,2,16 to 19,19,France,Europe,Europe,01-04-2018,2,0.156517861
